max-speed:;5
directions-array-size:;300
0.603139;-0.886362
-0.544319;0.364658
0.273955;0.600266
0.0121459;0.9993
-0.903154;0.933069
0.924198;0.227072
-0.999037;0.992452
-0.977152;-0.63353
-0.948188;0.830198
-0.810228;-0.320256
0.116768;-0.964099
0.403728;0.78011
-0.884623;-0.806079
-0.799283;0.999923
-0.257998;0.86511
-0.472703;-0.436977
0.624781;0.435681
0.154575;-0.807332
-0.998506;0.947102
0.55898;-0.822253
-0.0937889;0.951382
0.677962;-0.569445
0.931558;-0.781286
0.708772;0.197339
0.776441;0.818583
0.670037;-0.880065
-0.819785;-0.996932
0.931573;0.454347
0.566435;0.959954
-0.391683;-0.953556
-0.0198807;-0.0385451
-0.614132;-0.94707
-0.999675;-0.931926
-0.998474;-0.132327
-0.504979;-0.174392
-0.882644;-0.541213
0.483598;-0.47029
-0.890524;-0.830892
0.39072;-0.938951
0.46656;0.889378
0.371172;-0.511336
-0.0526488;-0.997281
-0.637932;0.759546
0.252767;-0.965575
0.308069;0.00758819
0.969205;-0.264157
0.592215;-0.24771
-0.899499;0.968672
0.627921;0.841356
0.137503;0.108054
-0.665683;0.90301
-0.656069;0.979727
0.386122;-0.458181
0.865928;0.51158
